petAge,petGender,petBreed,PetCancerSuspect,Note,PetRiskValue
15/10/2017,FS,American Foxhound,No,protein losing nephropathy,0.036
1/6/13,FS,Shiba,No,NA,0.036
14/10/2016,FS,Australian Shepherd,No,Chilli Bean is getting a little older (age 8) so doing a wellness check.,0.036
1/9/24,F,Golden Retriever,No,excessive paw chewing ,0.036
1/3/15,MN,Small Mixed Breed,No,Crowded teeth / dental health challenges ,0.036
1/4/21,FS,Shih Tzu,No,None at this time,0.036
19/05/2009,MN,Shih Tzu,No,Skin Allergies/Bladder Stones,0.036
2/6/15,MN,Boxer,No,NA,0.036
23/04/2012,FS,Rottweiler,Yes,Digestive issues,0.036
26/11/2015,MN,Collie Rough,No,acid reflux elbow arthritis,0.036
3/6/13,FS,Bouvier Des Flandres,No,None,0.036
26/12/2011,FS,Great Dane,Yes,Splenic masses,0.036
22/05/2013,FS,Golden Retriever,Yes,NA,0.036
18/01/2021,FS,Golden Retriever,No,NA,0.036
28/09/2010,FS,Lab mix,No,Tallulah has an elevated ATP and Alk blood reading from last year. She had an ultrasound which showed that her spleen was enlarged with benign markings on it. Im concerned about cancer and she has numerous fatty tissue bumps on her too,0.037
1/3/19,FS,cava poo,No,Uti ,0.037
28/07/2021,MN,cavapoo,No,n/a - proactive screening,0.037
13/01/2013,FS,Labrador Retriever,No,Age - 12.5 years,0.037
15/06/2019,FS,Border Collie,No,She’s a shelter rescue and I don’t have much info on previous health,0.037
8/11/10,FS,Border Terrier,Yes,mass found ,0.037
4/7/13,MN,lab / pit,No,He has more lipomas than I can biopsy.  All benign.,0.037
26/08/2012,FS,Labrador Retriever,Yes,Non-responsive dermatosis osteoarthritis,0.037
21/02/2013,MN,Jack Russell Terrier,Yes,Elevated white blood cells in bloodwork,0.037
1/4/14,FS,terrier ,No,None,0.037
3/4/20,M,Siberian Husky,No,NA,0.037
21/09/2014,FS,Golden Retriever,No,None,0.037
18/05/2013,FS,Mix,No,NA,0.037
18/09/2011,MN,Border Collie,Yes,Mass on liver noted during ultrasound,0.037
20/02/2016,MN,Labrador Retriever,No,NA,0.037
30/06/2011,M,English Shepherd,No,multiple lipomas lung disease hypothyroidism,0.037
19/05/2020,F,Golden Retriever,No,Some gastro issues but she's on a special food for that. ,0.037
17/12/2019,MN,Bichon Frise,No,N/a,0.037
1/5/12,FS,Australian Shepherd,No,NA,0.037
21/06/2018,M,French Bulldog,No,NA,0.037
10/1/19,FS,Golden Retriever,Yes,Cyst at back and just want to make sure she is okn,0.038
4/4/14,FS,Neapolitan Mastiff,Yes,Scary mass on her lip - FNA inconclusive ,0.038
14/10/2015,MN,Shih Tzu,No,I only want to do this as a wellness screening since Cappy is turning 10 years old this year. ,0.038
9/12/15,NA,American Staffordshire Terrier,No,Going to be 10 years old soon. Wanted to check if there’s any growing cancer or other concerns. ,0.038
1/4/25,FS,American Bully,No,Diagnosed with IBD Aug 2024z,0.038
1/8/14,NA,Golden Retriever,No,Older overweight lots of fatty lumps mass removed was not well taken care of prior to us adopting her ,0.038
15/11/2021,MN,French Bulldog,No,Allergies no other concerns,0.038
29/10/2012,F,Bouvier Des Flandres,No,None,0.038
21/09/2017,M,mixed,No,NA,0.038
18/12/2023,MN,Golden Retriever,No,Curious if Skipper has any cancer markers. I had a friend lose her 3 year old golden to aggressive cancer and it scares me to death.,0.038
9/6/19,MN,Golden Retriever,No,NA,0.038
22/07/2024,M,German Shepherd Dog,No,None. ,0.038
23/11/2016,M,Australian Shepherd,No,No concerns really just testing for baseline ,0.038
1/2/17,F,American Staffordshire Terrier,Yes,Stella has a variety of allergies and has had itchy flaky skin since we adopted her in 2018. We have noticed in the last couple of years that she consistently nibbles at the crook/dip on her side and the butt cheek on one particular side of her body. Small hard lumps sometimes form and ooze. ,0.038
7/6/14,F,Labrador Retriever,No,NA,0.038
6/7/15,F,Beagle,No,NA,0.038
16/07/2011,FS,Chihuahua,No,NA,0.038
5/6/16,FS,Golden Retriever,No,NA,0.038
1/1/15,MN,American Staffordshire Terrier,Yes,He has previously had MCT removed,0.039
15/07/2016,FS,boxer mix,Yes,MCT removed November 2024,0.039
25/12/2013,FS,mix,No,Older dog ,0.039
16/01/2023,F,Golden Retriever,No,NA,0.039
24/09/2022,MN,Welsh Corgi (Pembroke),No,None ,0.039
1/1/16,FS,Poodle,No,She's had several teeth removed in past 2 years plus a lipoma removed from her chest (benign).,0.039
1/7/18,FS,mix,No,NA,0.039
23/08/2018,MN,Golden Retriever,No,Cancer and hip problems ,0.039
30/10/2017,M,English Bulldog,No,Advancing Age,0.039
23/01/2018,FS,Border Collie,No,NA,0.039
8/9/18,FS,Shihpoo,No,Regular screening,0.039
30/07/2022,NA,Golden Retriever,Yes,Father passed away at 4yrs old from Cancer,0.039
15/04/2014,FS,NA,No,None,0.039
NA,F,Cavalier King Charles Spaniel,No,No concerns,0.039
23/11/2013,MN,Havanese,No,NA,0.039
12/9/11,MN,Poodle,No,NA,0.039
14/07/2015,FS,American Bulldog ,Yes,Osteoarthrosis ,0.04
4/12/19,MN,Australian Cattle Dog,No,NA,0.04
3/5/19,FS,German Shepherd Dog,Yes,NA,0.04
21/06/2011,FS,Greyhound,No,IBD PRA Cataracts Glaucoma,0.04
19/12/2020,M,Golden Retriever,No,NA,0.04
17/10/2016,MN,NA,No,Checking for cancer - no behavioral or medical evidence,0.04
2/3/13,MN,Hungarian Short-Haired Pointer (Vizsla),Yes,some weitht loss some loss of appetite occasiona vomiting,0.04
12/2/09,MN,Chihuahua,No,CCL rupture right hind,0.04
5/5/13,FS,Pitbull-Shepherd,Yes,Lumps and bumps general age and doctor aspirated one lump citing “questionable results”,0.04
27/12/2007,MN,Mixed,No,Recently spotted a 3mm mass on spleen. History of IBD heart dz cholecystectomy 11/2023 CKD,0.04
25/04/2016,MN,Golden Retriever,No,NA,0.04
1/6/11,MN,Norfolk Terrier,Yes,UNKNOWN LUMP IN NECK NEAR TRACHEA,0.04
1/7/17,MN,Continental Toy Spaniel,No,He has quite a few lumps and bumps I find questionable. ,0.04
26/02/2015,MN,Bohemian Wire-Haired Pointing Griffon,No,Just want to be sure he’s in good health since he’s over 9 now. ,0.04
19/06/2016,MN,great pyrenees,Yes,Cancer screen,0.04
12/6/14,MN,Labrador Retriever,No,Age couple lumps,0.04
31/12/1122,FS,Golden Retriever,No,NA,0.04
28/01/2022,MN,Labrador Retriever,Yes,Beau has had 2 cancer surgeries.  At 6 mos a mast cell tumor and last year a small tumor on his belly,0.041
16/03/2016,MN,Redbone Coonhound,No,many lumps and bumps,0.041
22/01/2016,M,Golden Retriever,Yes,Lethargic,0.041
7/4/19,FS,Golden Retriever,No,none,0.041
29/06/2016,M,German Shepherd Dog,No,Shepherds have high rate spelnic hemangiosarcoma ,0.041
15/06/2013,M,American Staffordshire Terrier,Yes,2 grade 1 mast cell tumors removed 2 months ago. Going back in to check 2 more new ones. Also showing some mild hind end weakness lately.,0.041
10/11/16,M,Great Dane,Yes,Sluggish sleepy moans thin - confirmed 10 lbs loss. Not usual enthusiasm. ,0.041
21/05/2016,F,mixed breed,Yes,None,0.041
1/1/12,M,Rottweiler Mix,No,Aging,0.041
30/07/2024,M,mix,Yes,differentiate if Shiner has HSA vs Hemangioma or hematoma.,0.041
29/05/2016,FS,American Staffordshire Terrier,No,NA,0.041
1/1/14,NA,Siberian Husky,No,NA,0.041
13/01/2013,MN,Golden Retriever,No,Arthritis and mobility issues. Multiple lumps in body. ,0.042
3/4/13,MN,Beagle,No,Hank is overweight and is losing his hearing but otherwise is very healthy! He has has bilateral TPLO surgery and it was very effective. ,0.042
30/06/2017,FS,Lab Mix,Yes,Lipomas Mold Exposure,0.042
10/11/16,F,Goldendoodle,No,No significant concerns. Housemate recently passed away unexpectedly from cancer. ,0.042
19/05/2017,MN,Boxer,No,NA,0.042
10/4/17,FS,Dutch Shepherd Dog,No,Currently she is healthy we want to keep her that way ,0.042
30/08/2013,FS,Brittany Spaniel,Yes,Minor skin issues. Also her urine specific gravity has been low the last 3 tests starting July 2024. A month ago her SDMA was 15. She was diagnosed with hypothyroidism at 4 years old and has been on thyroid meds since.,0.042
NA,NA,Boxer,Yes,Mass under her neck,0.042
9/9/14,MN,Golden Retriever,Yes,Multiple lumps that are firm with 3 on left side and other small ones but feel different on right side and chest,0.042
1/6/12,FS,Staffordshire Bull Terrier,No,She is drinking slightly more than usual ,0.042
10/12/15,F,Belgian Shepherd Dog,Yes,Good health,0.042
NA,MN,Rottweiler,No,N/A,0.042
18/09/2012,F,Australian Cattle Dog,Yes,Arthritis,0.042
7/3/15,M,Shih Tzu,Yes,Some bleeding in the stool lost weight,0.042
1/9/14,M,Beagle,Yes,My pet is getting older.  I want to make sure he’s healthy for as long as possible!  ,0.042
24/01/2018,M,poodle-shih tzu,No,Decreased appetite and won't eat a variety of different fresh dog foods (farmer's dog nom nom real chicken...),0.042
23/06/2014,FS,Saint Bernard,Yes,NA,0.042
14/02/2010,MN,schnoodle,Yes,Elevated liver enzymes suspect liver mass on brief ultrasound,0.042
1/1/18,M,NA,Yes,Healthy dog,0.042
21/07/2018,M,NA,Yes,Intermittent vomiting previously diagnosed with Lyme,0.043
1/11/13,FS,Dobermann,Yes,Significant weight loss,0.043
1/4/12,FS,Boston Terrier,Yes,Bumps and swelling on body,0.043
17/10/2013,NA,mix,Yes,Weight loss,0.043
14/06/2016,FS,Labrador Retriever,No,none,0.043
21/03/2017,FS,great pyrenees,Yes,She has a black scab type bump that appeared on the bottom of her chin. Online vet said it could be a wound but should also be screened for cancer. We have in person vet appt tomorrow. It was bleeding a bit five days ago...as of two days ago...it only bled when we patted it with warm washrag and today no blood when we patted it with warm washrag. She is eating drinking pooping and peeing normally. Her actvity level is normal. No swelling and not bothered by the bump unless we are messing with it. ,0.043
29/03/2012,MN,Belgian Shepherd Dog,Yes,Ruger has a tumor on his tongue scheduled for removal next week.  ,0.043
25/04/2016,MN,Golden Retriever,No,NA,0.043
15/02/2015,FS,Yorkshire Terrier,No,NA,0.043
16/12/2015,MN,Australian Cattle Dog Mixed Breed,No,Okay Overall; Some Skin Lethargy Issues,0.043
6/7/14,F,Yorkshire Terrier,Yes,Mass on breast with some discharge (vet says to wait to see if it gets smaller),0.043
22/02/2022,NA,NA,Yes,NA,0.043
21/05/2015,MN,Coonhound/Pitbull Mix,No,He has severe arthritis in his legs and he is getting up there in age,0.043
4/10/19,FS,Golden Retriever,No,Just being proactive ,0.043
10/11/16,MN,Mixed Breed,No,Ehrlichia positive. ,0.043
15/05/2016,FS,Beagle,No,Ella seems off - more lethargic disinterested in food has choking/coughing with water,0.043
25/05/2014,MN,Poodle,Yes,cancer concern,0.043
19/10/2020,FS,Australian Cattle Dog,No,NA,0.043
6/10/14,FS,Golden Retriever,Yes,Splenic Hemangiosarcoma was dx on 4/7/24. P had growth removed. Rechecking after removal,0.043
16/10/2019,M,Golden Retriever,No,NA,0.043
1/5/12,M,NA,No,NA,0.043
17/10/2017,M,Golden Retriever,No,Just getting older and a high risk cancer breed ,0.044
4/7/15,MN,Boston Terrier,Yes,He has several small masses.,0.044
28/05/2015,FS,American Staffordshire Terrier,No,ckd htn mast cell tumors in past,0.044
2/1/18,F,German Shepherd Dog,No,Kyra just turned 7 years old so this is a wellness screen. She is reasonably healthy but common issues such as seasonal allergies.,0.044
3/6/14,FS,Golden Retriever,No,NA,0.044
25/03/2015,MN,Poodle,Yes,Lots of lumps and bumps ,0.044
26/04/2013,FS,Chihuahua,No,NA,0.044
NA,M,Border Collie,No,12/23/20,0.044
13/08/2009,MN,Jack Russell Terrier,Yes,Elevated liver values on bloodwork,0.044
NA,FS,Yorkshire Terrier,Yes,Liver mass mucocele,0.044
1/1/60,M,Bulldog,Yes,Enlarged lymph nodes,0.044
15/12/2016,MN,Golden Retriever,No,he has some bumps,0.044
2/7/24,MN,Golden Retriever,Yes,Limping growth at TPLO plate,0.044
28/01/2013,FS,Australian Cattle Dog,No,Urinary Incontinence (on Incurin for control) Eye Condition (Corneal Dystrophy) Dermatitis ,0.044
12/8/14,MN,Alaskan Malamute,Yes,Loss of appetite lethargy bloodwork all normal,0.044
1/1/10,F,Unknow,No,Healthy dog,0.044
20/12/2011,M,Golden Retriever,No,NA,0.044
16/01/2018,MN,Jack Russell Terrier,Yes,Lumps on body. Heavy breathing. Decrease in activity.,0.045
2/4/13,M,Lab Mix,Yes,Lipomas discomfort at rest,0.045
25/11/2016,NA,Golden Retriever,No,Mone,0.045
14/06/2018,M,Labradoodle,No,NA,0.045
5/9/15,MN,mix breed,Yes,GOLPP Syndrome moth eaten spleen enlarged lymph nodes spot on gallbladder,0.045
1/4/15,FS,Labrador Retriever,No,NA,0.045
11/11/11,MN,Australian Shepherd MIX,Yes,suspected liver mass,0.045
13/12/2021,M,Golden Retriever,No,NA,0.045
15/01/2016,M,Chihuahua,Yes,allergies,0.045
25/05/2011,FS,American Staffordshire Terrier,Yes,she has many lipomas and moles / growths though she has been seen by vet,0.045
6/3/17,FS,Golden Retriever,No,NA,0.045
4/5/16,MN,Golden Retriever,No,Lipomas over body movable and no painful he is also 8 years old and the breed is a high risk for cancer,0.045
15/12/2010,NA,mix,No,Slight weight loss,0.045
18/04/2014,FS,Labrador Retriever,Yes,Bloody nose about every two weeks. Larynx issues.,0.045
30/01/2015,M,Siberian Husky,No,NA,0.045
2/11/11,FS,NA,No,Digestive issues and joint issues,0.045
31/12/1024,MN,Australian Shepherd,No,Multiple lumps all over body have been tested & are benign. ,0.045
9/7/24,FS,Australian Cattle Dog,No,Panting and seems hot all the time ,0.045
30/05/2019,MN,Labrador Retriever,No,N/A,0.045
7/10/15,FS,Labrador Retriever,Yes,Rosie presented for sick visit checkup today 6/10/24 for ongoing lethargy inappetence and weight loss. Lab work screening done in January 2024 was within normal limits. No vomiting or diarrhea. No PU/PD.,0.045
9/1/15,FS,Golden Retriever,Yes,Mass on right front limb that's been growing,0.045
1/2/17,FS,Mixed,Yes,Thickened and irregular bladder wall w/no clinical signs of UTI or cystitis UTI r/o w/UA culture pending. DCM/mitral valve leakage,0.045
30/08/2020,FS,Havapoo,Yes,Bumps / lumps on back,0.046
17/07/2014,MN,NA,No,Frequently urinating ,0.046
9/7/19,M,Dobermann,No,Some Prostate issues.  Swollen Prostate and had some blood in urine.,0.046
1/5/16,F,Golden Retriever,No,NA,0.046
1/1/14,FS,American Staffordshire Terrier,Yes,Small lump surrounding nipple ,0.046
2/8/15,M,Golden Retriever,Yes,Past mast cell tumors (removed grade 2) mottled spleen,0.046
30/11/2016,FS,Chow Chow,Yes,breathing  arthritis ,0.046
5/5/14,FS,Golden Retriever,Yes,NA,0.046
5/2/22,F,American Staffordshire Terrier,No,NA,0.046
18/01/2015,F,mix,Yes,Opal is not acting like herself she’s already had cancer once and I think that it’s returned.,0.046
17/01/2021,FS,Golden Retriever,No,General cancer concerns since golden retrievers are high risk and my last golden had cancer,0.046
1/11/16,M,Yorkshire Terrier,No,Just wellness screen. Healthy overall ,0.046
14/04/2015,FS,Havanese,No,Shelby has had two CCL surgeries and is very delicate,0.046
7/11/11,F,NA,Yes,Her ALT levels were elevated & red blood cells lower than normal. ,0.046
28/04/2014,FS,Rottweiler,Yes,She has numerous lumps like fatty tumors. But I found one  large in her groin area yesterday,0.046
22/11/2014,MN,Beagle,Yes,Ultrasound showed IBD vs cancer needs biopsy to confirm. Weight loss but improving with diet change,0.047
12/1/11,MN,Pitbull,No,NA,0.047
25/09/2013,MN,Chihuahua,Yes,History of MCT and unknown nodule on liver new suspicious growth behind ear and I have a suspicion there is something going on in his bladder/prostate,0.047
2/6/14,FS,Bichon Frise,Yes,Lumps ,0.047
1/2/16,FS,Pyrenean Mountain Dog,No,She is prone to get stomach upset often with diarrhea. Not very much interested in eating.,0.047
1/5/20,F,NA,No,Want her to live a long and healthy life,0.047
26/10/2020,FS,Bernese Mountain Dog,No,Breed is prone to cancer and doing preliminary screening,0.047
31/12/1008,MN,Labrador Retriever,No,None,0.047
4/11/14,FS,Labrador Retriever,Yes,Bilateral Murmur Multiple lumps on bumps diffusely,0.047
1/12/11,MN,Labrador Retriever,No,History of spleen nodules (status post splenectomy in 2024). Has digestive issues. Diagnosed with exocrine pancreatic insufficiency earlier this year. ,0.047
1/1/17,FS,Dobermann,No,She is a senior dog who has been in relatively good health but is highly allergic to environmental allergens.,0.047
10/1/13,FS,plott hound,Yes,Mass on spleen,0.047
22/05/2011,MN,American Cocker Spaniel,No,skin growths and lipomas,0.048
14/11/2018,MN,Golden Retriever,No,I just want to know how healthy my boy is and if he has or will get cancer,0.048
1/10/13,MN,Pug,No,stomach sensitivity chronic allergies,0.048
16/09/2013,MN,Maltese,Yes,Mitral heart valve disease ,0.048
27/11/2013,FS,Golden Retriever,No,NA,0.048
1/6/07,M,Shih Tzu,Yes,Oliver had oral malignant melanoma 2 years ago and has been in remission and had 4 rounds of the oncept vaccine ,0.048
10/11/09,M,Dutch Shepherd Dog,Yes,Loss of interest in food weight loss muscle atrophy lethargic,0.048
31/05/2012,MN,Boxer,Yes,Recent unexplained swelling/pain in rear and front limbs.,0.048
14/04/2014,MN,American Staffordshire Terrier Mix,Yes,Weight loss with no obvious cause,0.048
